page,headword_khowar,transliteration,part_of_speech,english_gloss,example_no,example_khowar,example_english,
64,فروخ,frox,n,"snout, muzzle (of animal)",1,کرامیک بوتاوا لیشان فروخی بَتینی۔,When harnessing animals for threshing they tie the cows by their muzzles.,
65,فروسک,frosk,adj,"straight, true",1,فروسک دار ٹھُون بوے۔,A straight piece of wood can be made into a pillar.,
65,فروسکیئک,froskéik,vt,1) to straighten; (2) to investigate and straighten out a matter (by determining the truth); (3) to straighten a dead body for burial,1,چُومرو فروسکیئی حجاتہ انگین بوے۔,Iron can be made usable after straightening.,
65,فروسکیئک,froskéik,vt,1) to straighten; (2) to investigate and straighten out a matter (by determining the truth); (3) to straighten a dead body for burial,2,بوژونیو فروسکیئی پیڅھی لاکھے۔,Clarify your property boundary line once and for all.,
65,فروسکیئک,froskéik,vt,1) to straighten; (2) to investigate and straighten out a matter (by determining the truth); (3) to straighten a dead body for burial,3,فروسکیئکار پروشٹی کوستے کیہ لو نور یلیک۔,"Before determining the truth, one shouldn't say anything to anyone.",
65,فروسکیئک,froskéik,vt,1) to straighten; (2) to investigate and straighten out a matter (by determining the truth); (3) to straighten a dead body for burial,4,لہاز شوخڅیکو توؤ برار توؤ فروسکیتاے۔,"When the patient died, his brother arranged his body for burial.",
65,فروݰیئک,froṣéik,vi,to breathe heavily/noisily through the mouth or nostrils,1,اوریئی اسیکہ ہر کافروݰیر۔,During sleep everyone breathes heavily through the mouth.,
65,فڑَق,fɫaq,adv,"suddenly, at once",1,تھُویکان تیاراوے فڑق ژَنگوتے مَݰکینی۔,Get your rifles ready; they may call us to war suddenly.,
65,فسادی,fesadí,n,quarrel,1,عورتان کھوستو لوؤ سورا دوری فسادی کونیان۔,Women quarrel over minor things in the house.,
65,فسل,fásul,n,crop,1,ہیہ سال وے اُوغیئین فَسُل پولوئیتاے۔,This year because of drought the crops have dried up.,
65,فقط,faqát,adv,exactly,1,مہ ژاو فقط ہے ڈَقوغَون تان۔,My son is exactly like that boy.,
65,فلاَوَسی,falaʋsí,n,"mischief, malicious gossip, backbiting",1,فَلاوَسی کوریک بو لوٹگُناہ۔,To spread malicious gossip is a great sin.,
66,فہماربَیک,fahmár bik,vi,"to become confused,",1,موش فہمار بی اَسقان سوالو تان نو بیتاے۔,The man became confused and wasn't able to answer even a simple question.,
66,فہماربَیک,fahmár bik,vi,"to become confused,",2,ہیہ زمانا روے پایسہ پوشی فہمار بینیان۔,These days people are losing their senses over money.,
66,فیل,fil,n,elephant,1,فیل سفوسار لوٹ ژانوار۔,The elephant is the largest animal of all.,
66,قاچی,qačí,n,scissors,1,قاچیو سورا مہ زَپان پھیرکے۔,Cut out my clothes with scissors.,
66,قاق,qaq,adj,"completely dry, desiccated, dehydrated, thirsty",1,بو مُودا نو بوݰیکین زمین قاق بیتی بی شیر۔,Because of having no rain for a long time the ground is completely dried out.,
66,قاق,qaq,adj,"completely dry, desiccated, dehydrated, thirsty",2,اوا اوغ پیارین قاق بیتی اسوم۔,I am completely dried out from thirst.,
66,قائی,qaí,adj,1) heavy; (2) proud,1,بار مٹ قائی بیتی شیر۔,The load has become heavy for me.,
66,قائی,qaí,adj,1) heavy; (2) proud,2,مہ سو لُو نو دوسان۔ قائی بیتی اسوس۔,You don't want to talk to me; you have become proud.,
66,قبر,qábur,n,"grave, tomb",1,قَبُر پَݰیک اولاتگریو کورُم۔,To dig a grave is a joint work.,
66,قریئک,quréik,vi,to snore,1,پھتی روے اوریئکو سُو تان قُرینی۔,Some people snore as soon as they go to sleep.,
67,قڑوچکَوریک,qɫuč korík,vt,"to swallow (something liquid, or after chewing)",1,بُک ݯھومیکین اوغو قڑوچ کوریکو نو بومان,Because my throat is hurting I cannot swallow water.,
67,قڑینگبَچیئک,qɫing pačéik,vt,"to annoy greatly, to give someone a bad time",1,ہنُون ٹَیکہ دار مُزدورانان قڑینگ پَچیتاے۔,Today the contractor gave the workers a bad time.,
67,قصاب,qasáb,n,butcher,1,قَصاب کیاغ کُݰی اسورا؟,Has the butcher slaughtered anything?,
67,قلاَنگ,qaláng,n,1) (fixed) quantity; (2) fixed tax on land,1,ݰَپیک ہمیشہ ای قلانگہ ژیبیلیک۔,Food should always be eaten in the same quantity.,
67,قلاَنگ,qaláng,n,1) (fixed) quantity; (2) fixed tax on land,2,گُجوران میتاروتے قلانگ دونیان۔,The Gujurs give a fixed grazing land tax to the Mehtar.,
67,قند,qand,n,"mine (metal, coal)",1,ݯھیترارا چُومرو قند بو شینی۔,There are many iron mines in Chitral.,
67,قوََرامہ,quramá,adj,"strange, unique",1,اوا ہنون قُورامہ کورُم پوشی اسوم۔,Today I have seen a strange thing.,
67,قوَروت,qurút,n,"1) dehydrated buttermilk, (2) completely finished",1,قُورُوتو ہر عورت ساوزیئکو نو بوے۔,Not every woman can make dehydrated buttermilk.,
67,قوَروت,qurút,n,"1) dehydrated buttermilk, (2) completely finished",2,"ہورو پایسان ژوتی دی کہ نِشین ہوے، قُورُوت۔","Even if you eat up his money, it is finished.",
67,قوژد,qužd,n,"scream, screech, call, loud voice, shout",1,بیری کاقُوژد کونیان؟,Who are shouting outside?,
67,قون,qon,n,burning coals,1,جواری سوران قونہ پَچیتانی۔,They roasted ears of corn on burning coals.,
67,قوہتکَوریک,qoht korík,vt,to swallow up,1,نَہانگ موشو قوہت اریر۔,The dragon swallowed up the man.,
67,قویئک,qoeék,vt,"to call, summon",1,بیری نِسے۔ کا قویران۔,Come out; someone is calling.,
68,قہرین,qahrén,adj,angry,1,اِمِتحانا فیل بیکو تت مَتے قہرین اسور۔,"On failing in the examination, my father is angry at",
68,قہر,qáhar,n,anger,1,مہ تَتے قَہَر گویان۔,I am feeling angry at you.,
68,قیر,qir,n,1) type of very strong glue made by boiling leather; (2) species of hawk,1,چلائیغار دارتو گنی قیر درے لاکی شیر۔,Cloth has been glued onto the wood.,
68,کا,ka,pron,who (interrogative); someone (indefinite),1,کا تہ مݰکی اسور؟,Who has called you?,
68,کا,ka,pron,who (interrogative); someone (indefinite),2,اسپہ مُوژی کا جَم۔,Who among us is good?,
68,کا,ka,pron,who (interrogative); someone (indefinite),3,کا مہ پایسان الدُو۔,Someone has taken my money.,
68,کار,kar,n,ear,1,مہ ژاوو کار ݯھَموران۔,My son's ear is hurting.,
68,کار,kar,n,ear,2,گوردوغو کار درُونگ بونی۔,A donkey's ears are long.,
68,کاروٹو,karúṭu,adj,deaf,1,مہ اُستاد کاروٹو بیتی اسور۔,My teacher has become deaf.,
68,کاغ,kaγ,n,crow,1,کاغوسار کاغ ژیری تھَرار۔,The crow's offspring is more intelligent than the crow.,
68,کان,kan,n,tree,1,کان شانہ چھاغ کونیان۔,Trees provide shade in the courtyard.,
68,کانو,kánu,adj,"blind, n blind person",1,کانُو کیہ مَݰکیر۔ غیچ۔,What does a blind man want? Eyes.,
69,کاے,kay,n,1) elder sister ('sister' in Lower Chitral); (2) term of respectful address for woman (of approximately the same age/generation or status),1,مہ کاے مہ مَݰکی اسور۔,My elder sister has called me.,
69,کپھینی,kiphíni,n,"wooden spoon, with handle on side",1,ہنیسے پرُشٹیو غون کِپھینیو رِواج نیکی۔,Now the custom of using wooden spoons as in the old days no longer exists.,
69,کٹَوری,kiṭóri,n,dried mulberries,1,مرَݯھان ݯھانی کِٹوری دراوے۔,Shake the mulberry trees and put the mulberries out to dry.,
69,کٹھوک,kuṭhúk,n,stone/pit of fruit,1,ڈَق کُٹھوکان ڈَخینیان۔,The boys are cracking fruit pits.,
69,کرَامیک,kramík,vt,to thresh; n threshing,1,کرامیک شُروغ ہوے۔,Threshing has begun.,
69,کروپھیک,krophík,vi,"to crow (of cock, rooster)",1,نارکُوکُو کروپھیکو ہواز گویان۔,I can hear a cock crowing.,
69,کروٹ,kroṭ,n,"big, thick irregularly shaped piece of wood; fork of tree (not useful for building)",1,"سین کروٹ انگوے، بوغُوزو اِستانیر۔",The river brings a big piece of wood; the frog boasts.,
69,کروݯ,kruc̣,adj,"burned up, consumed (by fire, passion)",1,پَروانہ انگارو غیری کرُوݯ ہوے۔,The moth flew into the flame and was burned to ashes.,
69,کروݯ,kruc̣,adj,"burned up, consumed (by fire, passion)",2,ڈَق کُومورو عشقہ کُروݯ ہوے۔,The boy was consumed with passion for the girl.,
69,کروئیک,kruík,vi,to be temporarily annoyed or estranged from someone,1,تن پیݯ دُوستو سوم ݯتہ ݯتہ کوئین بوے۔,One can become annoyed with one's close friend quickly.,
69,کروَے,krúy,adj,red,1,پھار ہیرا کرُوے پَلوغ شیر۔,There is a red apple over there.,
69,کروَے,krúy,adj,red,2,تہ غیچ کُروے بیتی شینی۔,Your eyes have become red.,
70,کریم,krem,n,upper back,1,تَتے کریم اریتاما؟,Did I turn my back on you?,
70,کرینیک,kreník,vt,"to buy, purchase (item of high price)",1,"نو کرینیرُو ڈَق نو بو، نو اِشتونیرو ژاو نو بوے۔",A slave that has not been purchased cannot be a slave; a son acquired without the pains of childbirth cannot be a real son.,
70,کڑام,kaɫám,n,species of turnip,1,کَڑام ژوڑو سُو ژِیبیکو بو جَم بوے۔,It is good to eat turnips with nuts.,
70,کڑوچی,kuɫúči,n,"chick, young chicken (up to the time when it leaves its mother)",1,کُڑوچی تن ننو گونہ اسونی۔,The chicks are with their mother.,
70,کڑوم,kuɫúm,adj,deep,1,مَڅھی کُڑوم چھَتو ہَل بونی۔,Fish live in deep ponds.,
70,کڑوم,kuɫúm,adj,deep,2,بو کُڑوم لوان تو ہُوݰ نو کوس۔,You don't understand very deep words.,
70,کشون,kušún,n,~ َ household’,1,ہیہ دیہا جوش کُشُون شینی۔,There are ten households in this village.,
70,کݰیپی,kiṣípi,n,magpie,1,کِݰی پیجواری سورو اواے۔,The magpie took away an ear of corn.,
70,کݰیک,kuṣík,vt,to slaughter,1,مَتے کہاک کُݰور۔,Slaughter a hen for me.,
70,کݰیک,kuṣík,vt,to slaughter,2,ہیس تَن پایو کُݰیتاے۔,He slaughtered his goat.,
70,کݰیک,kiṣík,vt,to plow; n plowing,1,زمینداران کِݰیک شُرُوغ ارینی۔,The farmers have begun to plow.,
70,کݰینی,kiṣíni,n,plow,1,پَرانُو زمانا جم جم کِݰینی ساوزیئاو تانی۔,In the old days they used to have good plows made.,
70,کلَکور,kalkór,n,dove,1,کَلکور بیرموغہ نشی اسور۔,The dove is sitting on the walnut tree.,
71,کلیر,kalér,n,"dead body, carcass (of haram animal)",1,رینیو کَلیر پونہ پیڅھی شیر۔,The dead body of a dog is left lying in the road.,
71,کما,kamaá,adj,how many (countable objects),1,تہ کَما ژیژاو اسونی؟,How many sons do you have?,
71,کمَیری,kiméri,n,woman,1,ای کِمیری پونین پھار بَغاے۔,A woman went past along the road.,
71,کنَدوری,kandúri,adj,how much (non-countable objects); how many (countable objects),1,ہیہ سال تہ کَندوری ژو ہونی؟,This year how much was your grain crop?,
71,کنَدوری,kandúri,adj,how much (non-countable objects); how many (countable objects),2,پینسِلین کو نِویشیسان؟,Why are you writing with a pencil?,
71,کوََتیر,kutér,n,knife,1,کُوتیرو سورا پلوغان چھینے۔,Cut the apples with a knife.,
71,کوٹھو,kuṭhú,n,shoulder,1,ہیس کُوٹھُوا لَکھی الاے۔,He/she put it on her/his shoulder and brought it.,
71,کوݯھون,kuc̣hún,n,cover term for round-shaped legumes (e.g. black beans),1,کُوݯھُون کوش بوتی شیر۔,The legumes have formed pods.,
71,کوݯھونیبَوݰیک,kuc̣huní boṣík,vi,to hail,1,کُوݯھُونی بوݰی ژوڑیسپروان یُو غیریتاے۔,It hailed and caused the apricot blossoms to fall.,
71,کورا,kúra,adv,where?,1,ہَمو کُورا لیتاو؟,Where did you find this?,
71,کورکون,kurkún,n,elbow,1,بوہت تُو دیتی مہ کُورکُون ݯھَمیئی شیر۔,"Having hit on a rock, my elbow hurts.",
71,کوریک,korík,vt,to do,1,"کیہ کوریک اسقان، کیہ ژِیبیک زور۔",It is easy to work; it is difficult to eat.,
71,کوڑکََؤوَڑ,koóɫ,n,bone,1,رینی کوڑو ݯاݯیران۔,The dog is gnawing a bone.,
71,کوسیک,kosík,vi,to walk,1,موشو ڈَیک چھیتی کوسیک نو بویان۔,The man cannot walk because his leg is broken.,
72,کوش,koš,n,"pod; blister, callus, swelling",1,بو کوسی مہ پونگ کوش ہونی۔,From walking a lot my feet became blistered.,
72,کوش,koš,n,"pod; blister, callus, swelling",2,شیرجو کوش بوتی شیر۔,The lentils have formed pods.,
72,کومورو,kumóru,n,girl,1,کومورو ہے ڈقو سار عمرا لوٹ۔,The girl is older than that boy.,
72,کووور,kowoór,n,pigeon,1,کووور ݯھیتری ژیبونیان۔,Pigeons are eating in the field.,
72,کوئی,kúi,adv,where (interrogative); somewhere (indefinite),1,کُوئی بیسان؟َ,Where are you going?,
72,کوئی,kúi,adv,where (interrogative); somewhere (indefinite),2,کوئی بی استاو؟,Where did you go?,
72,کوئیت,koít,n,fig,1,کوئیتو اِسپرُوؤ پوشین نو بوے۔,Fig blossoms cannot be seen.,
72,کہاک,kahák,n,hen,1,بیشیر کہاکان کُݰیتانی۔,They slaughtered twenty hens.,
72,کہاک,kahák,n,hen,2,کہاک ائیکون نو درینیان۔,The hens aren't laying eggs.,
72,کی,ki,pron,"which one, adv where",1,مہ حِصّہ کی؟,Which one is my share?,
72,کیاغ,kyaγ interrogative,pron,what?,1,کیاغ مَݰکیسان؟,What do you want?,
72,کیانی,kyáni,adv,how; what,1,ہیت کیانی بونیان؟,What are they doing? ,
72,کیانی,kyáni,adv,how; what,2,"کیانی، کیچہ اسوس؟","How goes it, how are you?",
72,کیڑی,kéɫi,n,sheep,1,کیڑیو قیمت پایو سار کَم بوے۔,The price of a sheep is less than that of a goat.,
72,کیڑیک,keɫík,vi,"to cry, weep",1,کیڑی کیڑی ہورو غیچ کوش بیرُو۔,From weeping continuously his/her eyes swelled up.,
73,کیہوَت,kyáwat,adv,when,1,تُو کیہ وت بیسان؟,When are you going?,
73,کیہوَت,kyáwat,adv,when,2,قلَمان موژی کیوالی کہ تہ خوش کنے۔,Take whichever of the pens you like.,
73,کھاردچی,khardačí,n,"fresh greens, salad",1,ݰَپیکو سو خواہ مَخواہ کھاردَچی ژِیبیلیک۔,One should definitely eat fresh greens with meals.,
73,کھانج,khanj,n,wall,1,مہ خَتانو کھانج اُلُوئی شیر۔,The wall of my room has fallen down.,
73,کھانج,khanj,n,wall,2,مہ ختانو کھانج بی شیر۔,The wall of my house is ruined.,
73,کھانیس,khanís,n,moong beans,1,کھانیس مہ ݯھَمیران۔,The moong beans are giving me a stomach ache.,
73,کھشتی,khiští,n,"1) boat, (2) begging bowl",1,اوا نَوشہرا بی کھِشتیہ نِشیتام۔,I went to Nowshera and sat in a boat.,
73,کھشتی,khiští,n,"1) boat, (2) begging bowl",2,فقیرو گوڑو کھِشتی شیر۔,The mendicant has a begging bowl around his neck.,
73,کھݰَیک,khaṣík,vt,"to rub, to grind by rubbing",1,کوُمورو پُورُو کھَݰیران۔,The girl is grinding burnt goat horn.,
73,کھݰیئک,khaṣéik,vt,to wet/dip bread in moist dish (dzah),1,ݰپیکو شَخہ کھَݰاوے۔,Dip your bread in the cooked vegetable.,
73,کھل,khul,adj,finished,1,ژُوڑی کھُل ہونی۔,The apricots are finished.,
73,کھوٹ,khoṭ,n,cloud,1,اسمانی کھوٹ گَنی شیر۔,The sky has clouded over.,
73,کھوٹبَیک,khoṭ bik,vi,to scold,1,تَت تَن ژاوو سوم بو کھوٹ ہوے۔,The father scolded his son severely.,
74,کھوٹیک,khuṭík,vi,to limp,1,موش کھوٹی پھار بیران۔,"Limping, the man is going over there.",
74,کھور,khur,adj,"weak, dim (of eyesight)",1,پورار یی مہ غیچ کھُور بیتی شینی۔,My eyesight has become weak since last year.,
74,کھوڑی,khóɫi,adj,left; n left-handed (person),1,کھوڑی ہوستین ژِیبیک گُناہ شیر۔,To eat with the left hand is a sin.,
74,کھوڑی,khóɫi,adj,left; n left-handed (person),2,ہے ڈَق کھوڑی اسور۔,That boy is left-handed.,
74,کھوشت,khošt,adj,hidden,1,مہ ژاو کُورا بی کھوشت بیتی اسور۔,My son has gone somewhere and hidden.,
74,کھوََشون,khušún,n,1) smoke; (2) household,1,کھُوشون مہ غیچھان ݯھَمیئی شیر۔,The smoke has hurt my eyes.,
74,کھول,khol,n,threshing floor,1,پھَتی روے ہَنیسے دَیکھولا کرامینیان۔,Some people even today thresh on a threshing floor.,
74,کھوَے,khoy,n,round cap,1,پرُوسٹی عَورتان کھوے سورو دیاوتانی۔,Previously women used to wear caps.,
74,کھین,khen,n,pick-axe,1,کھین زمینداریا بوحَجاتہ گویان۔,A pick-axe is very necessary in agriculture.,
74,گاربین,garbín,adj,pregnant (of animals),1,مہ لیشو گاربین بیتی اسور۔,My cow is pregnant.,
74,گاڑی,gáɫi,n,vehicle,1,گاڑی پشاوروت بیران۔,The vehicle is going to Peshawar.,
74,گاز,gaz,n,"lawn, grass",1,تہ شانہ ݰئیلی گاز شیر۔,There is a nice lawn in your courtyard.,
74,گاز,gaz,n,"lawn, grass",2,لیشو گازان ژیِبویان۔,The cow is eating grass.,
74,گان,gan,n,wind,1,"گان کوے، ݯھان ڑینگُور۔",The wind blows and leaves move.,
75,گݯ,guc̣,n,"foot of a vertical object, intersection of horizontal and vertical surfaces",1,کھانجو گُچہ څیق نشی اسور۔,There is a little child sitting at the foot of the wall.,
75,گدیری,gadéri,adj,"crazy, mad; n mad person",1,گَدیری مہ دویان۔,The mad person is hitting me.,
75,گراس,gras,n,millet,1,گَراس ای فصلو نام۔,Millet is the name of a crop.,
75,گرامبیݰو,grambéṣu,n,neighbor,1,مہ گرامبیݰُو بو جم موش۔,My neighbor is a very good man.,
75,گرانیش,graníš,n,noon time,1,لَچپیلَچ گرانیش یورا مو رپھے۔,Don't stand in the sun at high noon.,
75,گراہ,grah,n,1) snapping turtle; (2) eclipse (solar or lunar),1,اُسناکو سُو اوغو مُوژی گراہ ݯوکیتاے۔,A snapping turtle grabbed the swimmer in the water.,
75,گراہ,grah,n,1) snapping turtle; (2) eclipse (solar or lunar),2,یورا گراہ ݯوکیتاے۔,A solar eclipse began.,
75,گرݰپو,griṣpó,n,summer,1,گرِݰپوؤ وختہ اِشپیرو زَپ انجیلیک۔,In summertime one should wear white clothes.,
75,گرَوان,girwán,n,top part of front of shirt,1,مہ گِروانتُو صدف شینی۔,There are buttons on the front of my shirt.,
75,گروڑی,gurúɫi,n,goiter,1,ہورو بُکہ لوٹ گُروڑی شیر۔,He/she has a big goiter in her/his neck.,
75,گرَواڑوغ,girwaɫóγ,n,peach (tree or fruit),1,گِرواڑوغ پوچی شینی۔,The peaches are ripe.,
75,گرینج,grinj,n,"hulled, uncooked rice",1,باسمَتی گرینج سفان سار اصلی۔,Basmati rice is the best of all.,
75,گڑی,gaɫí,n,"watch, timepiece",1,گڑیا کیہ ٹیم ہوے۔,What time is it on your watch?,
75,گلاس,gilás,n,1) cherry; (2) glass/tumbler (for water) (< Eng.),1,گِلاس ݯھیترارا مئی مَسی پَچوران۔,Cherries ripen in May in Chitral.,
76,گمبوری,gambúri,n,"1) flower; (2) pox (used to avoid naming smallpox, measles or chicken pox by name, to avoid increasing severity of the disease.)",1,تہ ہوستہ گَمبوریو کا تَت دیتی اسور؟,Who has given you the flower in your hand.,
76,گمبوری,gambúri,n,"1) flower; (2) pox (used to avoid naming smallpox, measles or chicken pox by name, to avoid increasing severity of the disease.)",2,څیڅیقان سو گمبوری نسی شینی۔,Pox have come out on the children.,
76,گمیݰ,gaméṣ,n,buffalo,1,گَمیݰ لیشو سار بو ݯھیر دوے۔,A buffalo gives more milk than a cow.,
76,گوخ,gox,n,hollow in a tree trunk,1,کانو گوخو مݯھی ماڑی شیر۔,There is a beehive in the hollow of the tree.,
76,گور,gor,n,"1) witch, (2) grave [burial place]; adj (3) alert",1,ہے ختانی گور اسور۔,There is a witch in that room/house.,
76,گور,gor,n,"1) witch, (2) grave [burial place]; adj (3) alert",2,بیردُو ہنون گوربس بغاے۔,Today the dead person has gone to spend his first night in the grave.,
76,گور,gur,adv,late (in absolute sense),1,تُوسِکُولوتے گُور کو گوسان؟,Why do you come to school late?,
76,گوردوغ,gordóγ,n,"1) donkey, ass; (2) figurative: idiot, stupid person",1,گوردوغو سوری بار بو شینی۔,There is a lot of load on the donkey.,
76,گوردوغ,gordóγ,n,"1) donkey, ass; (2) figurative: idiot, stupid person",2,گوردوغ  ڑوئیران۔,The/a donkey is braying.,
76,گوردوغ,gordóγ,n,"1) donkey, ass; (2) figurative: idiot, stupid person",3,گوردوغ ڑوئی بارا۔,When the donkey brayed he got a burden.,
76,گوردوغ,gordóγ,n,"1) donkey, ass; (2) figurative: idiot, stupid person",4,گوردوغ بیراے۔ مہ لوؤ کیہ پتہ نو پراے۔,He proved to be a very stupid person; he couldn't grasp what I said.,
76,گوڑ,goɫ,n,"throat, neck (from outside)",1,پھُوک ژاو تتو گوڑی ݯوکی اشور۔,The little son is clinging to his father.,
76,گَؤوڑ,goóɫ,n,"ravine, gully",1,ہیہ گوڑو مہ بوژونی شیر۔,In this gully is my property boundary line.,
76,گوسن,gósun,n,"trash, rubbish",1,گوسنان ماژی صفا کورے۔,Sweep up the trash and clean the place.,
77,گوَݰ,goṣ,n,dough,1,ݰپیکوتے گوݰ کونیان۔,They are making dough for bread.,
77,گوݰینی,goṣíni,n,"smooth, flat wooden stick with rounded edges with which dough for bread is turned onto the cooking iron",1,گوݰینیو سورا ݰپیکو اویہتے۔,Turn over the bread with the dough-turning spatula.,
77,گوغ,goγ,n,"bug, insect, worm",1,مہ کھاران گوغ دیتی اسور۔,Bugs have infested my kitchen garden.,
77,گُولَگؤول,goól,n,side valley having a stream with water,1,گولو سوری سیر نیئی اسونی۔,They have built a bridge over the stream.,
77,گوم,goóm,n,wheat,1,گوم کِݰیکو گوم۔ سِری کِݰیکو سِری۔,When you sow wheat you get wheat; when you sow barley you get barley.,
77,گومیت,gomít,n,"brother-in-law (wife's brother, sister's husband, husband's brother, husband's sister's husband)",1,مہ گومیت گیتی اسور۔,My brother-in-law has come.,
77,گون,gon,n,handle; immediate vicinity,1,"بیلتو گون دیتی شیرا، نو؟َ",Has a handle been put on the spade or not?,
77,گون,gon,n,handle; immediate vicinity,2,مہ گونا گیے۔,Come near me.,
77,گونج,gonj,n,"store-room in house, pantry",1,پیݰیرو گونجی لَکھی شیر۔,The flour has been put in the store-room.,
77,گیر,gir,n,saw (tool); (2) adv extremely (of dark),1,تَرکان دارو گیر دویان۔,The carpenter is sawing wood.,
77,گیر,gir,n,saw (tool); (2) adv extremely (of dark),2,گیر چھویو لاٹینار غیر کوسین نو بوے۔,One can't walk on a dark night without a lantern.,
77,گیک,gik,vi,to come,1,اوا دوݰ پشاورار ہاتام۔,I came from Peshawar yesterday.,
77,گیردان,gerdán,n,back of neck,1,ہیس تن بارو مہ گیردانی پراے۔,He/she put her/his burden on my neck.,
78,گیہت,geht,n,dust,1,گان نِسیکو گیہت ٹُونگ ٹانگ بیتی شیر۔,"Because of the wind blowing, thick clouds of dust have arisen.",
78,لاڑو,laɫú,n,species of melon,1,پوچیرو لاڑوؤ لوڑی چھینے۔,Look for a ripe melon and pick it.,
78,لاَغل,láγal,adj,"very good, excellent, beautiful; (2) n spinel (a semi-precious stone, sometimes dark red in color)",1,زپان نگی لاغل اریر۔,He/she washed the clothes and got them beautifully clean.,
78,لاَغل,láγal,adj,"very good, excellent, beautiful; (2) n spinel (a semi-precious stone, sometimes dark red in color)",2,بوہتو موژا ای دانہ لاغل لیتتام۔,Inside the rock I found a spinel crystal.,
78,لاکیک,laákik,vt,1) to divorce; (2) to allow,1,ہیس تن بوکو لاکیتاے۔,He divorced his wife.,
78,لاکیک,laákik,vt,1) to divorce; (2) to allow,2,اواپِشاوروتے بیکو چق مگم تتمہ نو لاکویان۔,I am eager to go to Peshawar but my father isn't allowing me.,
78,لاَو,laʋ,n,fruit,1,پلوغان لاو بو شیر۔,There is a lot of fruit on the apple trees.,
78,لبلبو,lablabú,n,beet,1,لبلبو بوزوالو اشناری۔,The beet is a very tasty thing.,
78,لچھیئک,lačhéik,vt,to boil,1,پشوران جم لچھاوے۔,Boil the meat well.,
78,لژیک,lažék,n,"1) pounded split wheat, (2) boiled dish of split wheat and meat",1,سور پونگان لژیک درا اسونی۔,A dish of head and feet together with split wheat is being cooked.,
78,لش,laš,adv,"quietly, slowly, gently",1,مہ ڈیک ݯھومیکین لش غوزار لکھومان۔,"Because my leg hurts, I am stepping slowly.",
78,لشٹ,lašṭ,adj,"plain, flat",1,لشٹ ژغا ختومان کوریک اسقان۔,It is easy to make a house in a flat place.,
79,لکھیک,lakhík,vt,"to place, put; keep (inanimate object)",1,کتاب ومیزہ لکھی اسوم۔,I have put the book on the table.,
79,لکھیک,lakhík,vt,"to place, put; keep (inanimate object)",2,کہ جم بیراے تن دستہ لکھوم۔,"If it proves good, I will keep it.",
79,لودَیک,lu dik,vt,"to speak, talk",1,اوا تتے لودیکو نو پتوسان۔,"When I speak to you, you are not convinced.",
79,لوٹ,loṭ,adj,"big, large, great",1,خداے سفو سار لوٹ اسور۔,God is the greatest of everything.,
79,لوڅ,loóts,adj,light (in weight),1,لوڅ اشناریو اسنیئک اسقان۔,It is easy to lift a light object.,
79,لوڑیک,loɫík,vt,"to look at, watch",1,ڈق جہازو لڑینیان۔,The boys are watching the plane.,
79,لوسنوک,losnúk,n,"morsel, bite (of food)",1,لوسنوکو پھوک کوریلیک۔,One should take small morsels.,
79,لوسیک,losík,vt,"to take a morsel/bite (of food, e.g. rice)",1,مینو پختی لسونیان۔,The guests are eating morsels of rice.,
79,لوݰیک,loṣík,vt,to singe the feathers of a bird or the hair of an animal (with a hot iron or by holding it in the fire),1,پایو سور پونگان لݰینیان۔,They are singeing the hair of the goat's head and feet.,
79,لوہ,loh,adj,red-hot (of iron),1,موچی چُمرو لوہ کوری دپھیران۔,"Having heated the iron red-hot, the blacksmith is pounding",
79,لوہتیک,lohtík,vi,to roll on the ground (of human or animal),1,ڈق زخمی بیتی ݯھوتیئی لہتوران۔,"The boy, having been wounded, is rolling on the ground.",
79,لہاز,laház,adj,"ill; n sick person, patient",1,لہازو اسپتالہ الانی۔,They took the patient to the hospital.,
80,لیئک,liík,vt,to lick,1,رینی خڅمو پونگتو لیران۔,The dog is licking its master's feet.,
80,لیئک,liík,vt,to lick,2,ہر چھُوچی ݯموٹہ کوراو مݯھی لیمان۔,"Every morning, putting honey on my finger I lick it.",
80,لگَینی,ligíni,n,tongue,1,ہوؤ لگینی نو تھیئوران۔,His/her tongue is never still.,
80,لیپیئک,lepéik,vt,to plaster,1,مزدوران کھانجان لیپینیان۔,The laborers are plastering the walls.,
